race_id,year,round,race_date,race_name,circuit_id,driver_id,driver_code,driver_name,constructor_id,constructor_name,grid_position,finish_position,points,status_id,quali_position,winner,dnf_flag
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,20,vettel,Vettel,6,Ferrari,3,1,25.0,1,3.0,1,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,1,hamilton,Hamilton,131,Mercedes,1,2,18.0,1,1.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,8,raikkonen,Räikkönen,6,Ferrari,2,3,15.0,1,2.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,817,ricciardo,Ricciardo,9,Red Bull,8,4,12.0,1,5.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,4,alonso,Alonso,1,McLaren,10,5,10.0,1,11.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,830,max_verstappen,Verstappen,9,Red Bull,4,6,8.0,1,4.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,807,hulkenberg,Hülkenberg,4,Renault,7,7,6.0,1,8.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,822,bottas,Bottas,131,Mercedes,15,8,4.0,1,10.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,838,vandoorne,Vandoorne,1,McLaren,11,9,2.0,1,12.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,832,sainz,Sainz,4,Renault,9,10,1.0,1,9.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,815,perez,Pérez,10,Force India,12,11,0.0,1,13.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,839,ocon,Ocon,10,Force India,14,12,0.0,1,15.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,844,leclerc,Leclerc,15,Sauber,18,13,0.0,1,18.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,840,stroll,Stroll,3,Williams,13,14,0.0,1,14.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,843,brendon_hartley,Hartley,5,Toro Rosso,16,15,0.0,11,16.0,0,0
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,154,grosjean,Grosjean,210,Haas F1 Team,6,16,0.0,36,7.0,0,1
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,825,kevin_magnussen,Magnussen,210,Haas F1 Team,5,17,0.0,36,6.0,0,1
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,842,gasly,Gasly,5,Toro Rosso,20,18,0.0,5,20.0,0,1
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,828,ericsson,Ericsson,15,Sauber,17,19,0.0,38,17.0,0,1
989,2018,1,2018-03-25,Australian Grand Prix,albert_park,845,sirotkin,Sirotkin,3,Williams,19,20,0.0,23,19.0,0,1
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,20,vettel,Vettel,6,Ferrari,1,1,25.0,1,1.0,1,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,822,bottas,Bottas,131,Mercedes,3,2,18.0,1,3.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,1,hamilton,Hamilton,131,Mercedes,9,3,15.0,1,4.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,842,gasly,Gasly,5,Toro Rosso,5,4,12.0,1,6.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,825,kevin_magnussen,Magnussen,210,Haas F1 Team,6,5,10.0,1,7.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,807,hulkenberg,Hülkenberg,4,Renault,7,6,8.0,1,8.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,4,alonso,Alonso,1,McLaren,13,7,6.0,11,13.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,838,vandoorne,Vandoorne,1,McLaren,14,8,4.0,11,14.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,828,ericsson,Ericsson,15,Sauber,17,9,2.0,11,17.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,839,ocon,Ocon,10,Force India,8,10,1.0,11,9.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,832,sainz,Sainz,4,Renault,10,11,0.0,11,10.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,844,leclerc,Leclerc,15,Sauber,19,12,0.0,11,19.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,154,grosjean,Grosjean,210,Haas F1 Team,16,13,0.0,11,16.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,840,stroll,Stroll,3,Williams,20,14,0.0,11,20.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,845,sirotkin,Sirotkin,3,Williams,18,15,0.0,11,18.0,0,0
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,815,perez,Pérez,10,Force India,12,16,0.0,11,12.0,0,1
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,843,brendon_hartley,Hartley,5,Toro Rosso,11,17,0.0,11,11.0,0,1
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,8,raikkonen,Räikkönen,6,Ferrari,2,18,0.0,36,2.0,0,1
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,830,max_verstappen,Verstappen,9,Red Bull,15,19,0.0,29,15.0,0,1
990,2018,2,2018-04-08,Bahrain Grand Prix,bahrain,817,ricciardo,Ricciardo,9,Red Bull,4,20,0.0,10,5.0,0,1
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,817,ricciardo,Ricciardo,9,Red Bull,6,1,25.0,1,6.0,1,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,822,bottas,Bottas,131,Mercedes,3,2,18.0,1,3.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,8,raikkonen,Räikkönen,6,Ferrari,2,3,15.0,1,2.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,1,hamilton,Hamilton,131,Mercedes,4,4,12.0,1,4.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,830,max_verstappen,Verstappen,9,Red Bull,5,5,10.0,1,5.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,807,hulkenberg,Hülkenberg,4,Renault,7,6,8.0,1,7.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,4,alonso,Alonso,1,McLaren,13,7,6.0,1,13.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,20,vettel,Vettel,6,Ferrari,1,8,4.0,1,1.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,832,sainz,Sainz,4,Renault,9,9,2.0,1,9.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,825,kevin_magnussen,Magnussen,210,Haas F1 Team,11,10,1.0,1,11.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,839,ocon,Ocon,10,Force India,12,11,0.0,1,12.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,815,perez,Pérez,10,Force India,8,12,0.0,1,8.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,838,vandoorne,Vandoorne,1,McLaren,14,13,0.0,1,14.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,840,stroll,Stroll,3,Williams,18,14,0.0,1,18.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,845,sirotkin,Sirotkin,3,Williams,16,15,0.0,1,16.0,0,0
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,828,ericsson,Ericsson,15,Sauber,20,16,0.0,1,20.0,0,1
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,154,grosjean,Grosjean,210,Haas F1 Team,10,17,0.0,1,10.0,0,1
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,842,gasly,Gasly,5,Toro Rosso,17,18,0.0,1,17.0,0,1
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,844,leclerc,Leclerc,15,Sauber,19,19,0.0,1,19.0,0,1
991,2018,3,2018-04-15,Chinese Grand Prix,shanghai,843,brendon_hartley,Hartley,5,Toro Rosso,15,20,0.0,130,15.0,0,1
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,1,hamilton,Hamilton,131,Mercedes,2,1,25.0,1,2.0,1,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,8,raikkonen,Räikkönen,6,Ferrari,6,2,18.0,1,6.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,815,perez,Pérez,10,Force India,8,3,15.0,1,8.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,20,vettel,Vettel,6,Ferrari,1,4,12.0,1,1.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,832,sainz,Sainz,4,Renault,9,5,10.0,1,10.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,844,leclerc,Leclerc,15,Sauber,13,6,8.0,1,14.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,4,alonso,Alonso,1,McLaren,12,7,6.0,1,13.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,840,stroll,Stroll,3,Williams,10,8,4.0,1,11.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,838,vandoorne,Vandoorne,1,McLaren,16,9,2.0,1,16.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,843,brendon_hartley,Hartley,5,Toro Rosso,19,10,1.0,1,19.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,828,ericsson,Ericsson,15,Sauber,18,11,0.0,1,18.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,842,gasly,Gasly,5,Toro Rosso,17,12,0.0,1,17.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,825,kevin_magnussen,Magnussen,210,Haas F1 Team,15,13,0.0,1,15.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,822,bottas,Bottas,131,Mercedes,3,14,0.0,29,3.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,154,grosjean,Grosjean,210,Haas F1 Team,20,15,0.0,3,20.0,0,0
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,830,max_verstappen,Verstappen,9,Red Bull,5,16,0.0,4,5.0,0,1
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,817,ricciardo,Ricciardo,9,Red Bull,4,17,0.0,4,4.0,0,1
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,807,hulkenberg,Hülkenberg,4,Renault,14,18,0.0,3,9.0,0,1
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,839,ocon,Ocon,10,Force India,7,19,0.0,4,7.0,0,1
992,2018,4,2018-04-29,Azerbaijan Grand Prix,baku,845,sirotkin,Sirotkin,3,Williams,11,20,0.0,4,12.0,0,1
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,1,hamilton,Hamilton,131,Mercedes,1,1,25.0,1,1.0,1,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,822,bottas,Bottas,131,Mercedes,2,2,18.0,1,2.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,830,max_verstappen,Verstappen,9,Red Bull,5,3,15.0,1,5.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,20,vettel,Vettel,6,Ferrari,3,4,12.0,1,3.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,817,ricciardo,Ricciardo,9,Red Bull,6,5,10.0,1,6.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,825,kevin_magnussen,Magnussen,210,Haas F1 Team,7,6,8.0,11,7.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,832,sainz,Sainz,4,Renault,9,7,6.0,11,9.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,4,alonso,Alonso,1,McLaren,8,8,4.0,11,8.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,815,perez,Pérez,10,Force India,15,9,2.0,12,15.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,844,leclerc,Leclerc,15,Sauber,14,10,1.0,12,14.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,840,stroll,Stroll,3,Williams,18,11,0.0,12,19.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,843,brendon_hartley,Hartley,5,Toro Rosso,20,12,0.0,12,20.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,828,ericsson,Ericsson,15,Sauber,17,13,0.0,12,17.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,845,sirotkin,Sirotkin,3,Williams,19,14,0.0,13,18.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,838,vandoorne,Vandoorne,1,McLaren,11,15,0.0,6,11.0,0,0
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,839,ocon,Ocon,10,Force India,13,16,0.0,44,13.0,0,1
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,8,raikkonen,Räikkönen,6,Ferrari,4,17,0.0,101,4.0,0,1
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,154,grosjean,Grosjean,210,Haas F1 Team,10,18,0.0,4,10.0,0,1
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,842,gasly,Gasly,5,Toro Rosso,12,19,0.0,4,12.0,0,1
993,2018,5,2018-05-13,Spanish Grand Prix,catalunya,807,hulkenberg,Hülkenberg,4,Renault,16,20,0.0,4,16.0,0,1
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,817,ricciardo,Ricciardo,9,Red Bull,1,1,25.0,1,1.0,1,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,20,vettel,Vettel,6,Ferrari,2,2,18.0,1,2.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,1,hamilton,Hamilton,131,Mercedes,3,3,15.0,1,3.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,8,raikkonen,Räikkönen,6,Ferrari,4,4,12.0,1,4.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,822,bottas,Bottas,131,Mercedes,5,5,10.0,1,5.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,839,ocon,Ocon,10,Force India,6,6,8.0,1,6.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,842,gasly,Gasly,5,Toro Rosso,10,7,6.0,1,10.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,807,hulkenberg,Hülkenberg,4,Renault,11,8,4.0,1,11.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,830,max_verstappen,Verstappen,9,Red Bull,20,9,2.0,1,20.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,832,sainz,Sainz,4,Renault,8,10,1.0,1,8.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,828,ericsson,Ericsson,15,Sauber,16,11,0.0,1,17.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,815,perez,Pérez,10,Force India,9,12,0.0,1,9.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,825,kevin_magnussen,Magnussen,210,Haas F1 Team,19,13,0.0,1,19.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,838,vandoorne,Vandoorne,1,McLaren,12,14,0.0,11,12.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,154,grosjean,Grosjean,210,Haas F1 Team,18,15,0.0,11,15.0,0,0
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,845,sirotkin,Sirotkin,3,Williams,13,16,0.0,11,13.0,0,1
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,840,stroll,Stroll,3,Williams,17,17,0.0,12,18.0,0,1
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,844,leclerc,Leclerc,15,Sauber,14,18,0.0,4,14.0,0,1
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,843,brendon_hartley,Hartley,5,Toro Rosso,15,19,0.0,4,16.0,0,1
994,2018,6,2018-05-27,Monaco Grand Prix,monaco,4,alonso,Alonso,1,McLaren,7,20,0.0,6,7.0,0,1
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,20,vettel,Vettel,6,Ferrari,1,1,25.0,1,1.0,1,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,822,bottas,Bottas,131,Mercedes,2,2,18.0,1,2.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,830,max_verstappen,Verstappen,9,Red Bull,3,3,15.0,1,3.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,817,ricciardo,Ricciardo,9,Red Bull,6,4,12.0,1,6.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,1,hamilton,Hamilton,131,Mercedes,4,5,10.0,1,4.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,8,raikkonen,Räikkönen,6,Ferrari,5,6,8.0,1,5.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,807,hulkenberg,Hülkenberg,4,Renault,7,7,6.0,11,7.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,832,sainz,Sainz,4,Renault,9,8,4.0,11,9.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,839,ocon,Ocon,10,Force India,8,9,2.0,11,8.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,844,leclerc,Leclerc,15,Sauber,13,10,1.0,11,13.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,842,gasly,Gasly,5,Toro Rosso,16,11,0.0,11,16.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,154,grosjean,Grosjean,210,Haas F1 Team,20,12,0.0,11,20.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,825,kevin_magnussen,Magnussen,210,Haas F1 Team,11,13,0.0,11,11.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,815,perez,Pérez,10,Force India,10,14,0.0,11,10.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,828,ericsson,Ericsson,15,Sauber,19,15,0.0,12,19.0,0,0
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,838,vandoorne,Vandoorne,1,McLaren,15,16,0.0,12,15.0,0,1
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,845,sirotkin,Sirotkin,3,Williams,18,17,0.0,12,18.0,0,1
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,4,alonso,Alonso,1,McLaren,14,18,0.0,43,14.0,0,1
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,843,brendon_hartley,Hartley,5,Toro Rosso,12,19,0.0,4,12.0,0,1
995,2018,7,2018-06-10,Canadian Grand Prix,villeneuve,840,stroll,Stroll,3,Williams,17,20,0.0,4,17.0,0,1
996,2018,8,2018-06-24,French Grand Prix,ricard,1,hamilton,Hamilton,131,Mercedes,1,1,25.0,1,1.0,1,0
996,2018,8,2018-06-24,French Grand Prix,ricard,830,max_verstappen,Verstappen,9,Red Bull,4,2,18.0,1,4.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,8,raikkonen,Räikkönen,6,Ferrari,6,3,15.0,1,6.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,817,ricciardo,Ricciardo,9,Red Bull,5,4,12.0,1,5.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,20,vettel,Vettel,6,Ferrari,3,5,10.0,1,3.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,825,kevin_magnussen,Magnussen,210,Haas F1 Team,9,6,8.0,1,9.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,822,bottas,Bottas,131,Mercedes,2,7,6.0,1,2.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,832,sainz,Sainz,4,Renault,7,8,4.0,1,7.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,807,hulkenberg,Hülkenberg,4,Renault,12,9,2.0,1,12.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,844,leclerc,Leclerc,15,Sauber,8,10,1.0,1,8.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,154,grosjean,Grosjean,210,Haas F1 Team,10,11,0.0,11,10.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,838,vandoorne,Vandoorne,1,McLaren,17,12,0.0,11,18.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,828,ericsson,Ericsson,15,Sauber,15,13,0.0,11,15.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,843,brendon_hartley,Hartley,5,Toro Rosso,20,14,0.0,11,17.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,845,sirotkin,Sirotkin,3,Williams,18,15,0.0,11,19.0,0,0
996,2018,8,2018-06-24,French Grand Prix,ricard,4,alonso,Alonso,1,McLaren,16,16,0.0,36,16.0,0,1
996,2018,8,2018-06-24,French Grand Prix,ricard,840,stroll,Stroll,3,Williams,19,17,0.0,29,20.0,0,1
996,2018,8,2018-06-24,French Grand Prix,ricard,815,perez,Pérez,10,Force India,13,18,0.0,5,13.0,0,1
996,2018,8,2018-06-24,French Grand Prix,ricard,839,ocon,Ocon,10,Force India,11,19,0.0,4,11.0,0,1
996,2018,8,2018-06-24,French Grand Prix,ricard,842,gasly,Gasly,5,Toro Rosso,14,20,0.0,4,14.0,0,1
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,830,max_verstappen,Verstappen,9,Red Bull,4,1,25.0,1,5.0,1,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,8,raikkonen,Räikkönen,6,Ferrari,3,2,18.0,1,4.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,20,vettel,Vettel,6,Ferrari,6,3,15.0,1,3.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,154,grosjean,Grosjean,210,Haas F1 Team,5,4,12.0,11,6.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,825,kevin_magnussen,Magnussen,210,Haas F1 Team,8,5,10.0,11,8.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,839,ocon,Ocon,10,Force India,11,6,8.0,11,11.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,815,perez,Pérez,10,Force India,16,7,6.0,11,17.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,4,alonso,Alonso,1,McLaren,13,8,4.0,11,14.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,844,leclerc,Leclerc,15,Sauber,18,9,2.0,11,13.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,828,ericsson,Ericsson,15,Sauber,20,10,1.0,11,20.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,842,gasly,Gasly,5,Toro Rosso,12,11,0.0,11,12.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,832,sainz,Sainz,4,Renault,9,12,0.0,11,9.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,845,sirotkin,Sirotkin,3,Williams,17,13,0.0,12,18.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,840,stroll,Stroll,3,Williams,14,14,0.0,12,15.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,838,vandoorne,Vandoorne,1,McLaren,15,15,0.0,130,16.0,0,0
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,1,hamilton,Hamilton,131,Mercedes,2,16,0.0,32,2.0,0,1
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,843,brendon_hartley,Hartley,5,Toro Rosso,19,17,0.0,9,19.0,0,1
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,817,ricciardo,Ricciardo,9,Red Bull,7,18,0.0,43,7.0,0,1
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,822,bottas,Bottas,131,Mercedes,1,19,0.0,9,1.0,0,1
997,2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,807,hulkenberg,Hülkenberg,4,Renault,10,20,0.0,5,10.0,0,1
998,2018,10,2018-07-08,British Grand Prix,silverstone,20,vettel,Vettel,6,Ferrari,2,1,25.0,1,2.0,1,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,1,hamilton,Hamilton,131,Mercedes,1,2,18.0,1,1.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,8,raikkonen,Räikkönen,6,Ferrari,3,3,15.0,1,3.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,822,bottas,Bottas,131,Mercedes,4,4,12.0,1,4.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,817,ricciardo,Ricciardo,9,Red Bull,6,5,10.0,1,6.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,807,hulkenberg,Hülkenberg,4,Renault,11,6,8.0,1,11.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,839,ocon,Ocon,10,Force India,10,7,6.0,1,10.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,4,alonso,Alonso,1,McLaren,13,8,4.0,1,13.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,825,kevin_magnussen,Magnussen,210,Haas F1 Team,7,9,2.0,1,7.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,815,perez,Pérez,10,Force India,12,10,1.0,1,12.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,838,vandoorne,Vandoorne,1,McLaren,17,11,0.0,1,17.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,840,stroll,Stroll,3,Williams,19,12,0.0,1,19.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,842,gasly,Gasly,5,Toro Rosso,14,13,0.0,1,14.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,845,sirotkin,Sirotkin,3,Williams,18,14,0.0,1,18.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,843,brendon_hartley,Hartley,5,Toro Rosso,0,20,0.0,131,20.0,0,1
998,2018,10,2018-07-08,British Grand Prix,silverstone,830,max_verstappen,Verstappen,9,Red Bull,5,15,0.0,23,5.0,0,0
998,2018,10,2018-07-08,British Grand Prix,silverstone,154,grosjean,Grosjean,210,Haas F1 Team,8,16,0.0,4,8.0,0,1
998,2018,10,2018-07-08,British Grand Prix,silverstone,832,sainz,Sainz,4,Renault,16,17,0.0,4,16.0,0,1
998,2018,10,2018-07-08,British Grand Prix,silverstone,828,ericsson,Ericsson,15,Sauber,15,18,0.0,3,15.0,0,1
998,2018,10,2018-07-08,British Grand Prix,silverstone,844,leclerc,Leclerc,15,Sauber,9,19,0.0,27,9.0,0,1
999,2018,11,2018-07-22,German Grand Prix,hockenheimring,1,hamilton,Hamilton,131,Mercedes,14,1,25.0,1,14.0,1,0
999,2018,11,2018-07-22,German Grand Prix,hockenheimring,822,bottas,Bottas,131,Mercedes,2,2,18.0,1,2.0,0,0
999,2018,11,2018-07-22,German Grand Prix,hockenheimring,8,raikkonen,Räikkönen,6,Ferrari,3,3,15.0,1,3.0,0,0
